customer_id,customer_name,email,phone_number,address,born,date_of_birth,account_balance,account_type,last_transaction_date,credit_score
cc5c6977-a75d-45ff-8735-324edf14ccd1,Kathy Murray,christopherbradley@example.com,427-931-2887x59823,"346 Tracy Drive
East Robert, AZ 63941",3/8/2022,10/25/2004,9594,Investment,4/24/2024,761
fa356ac0-4ae6-4a11-8b22-716842fdf75f,Stephanie Graves,cherylmorris@example.com,+1-855-531-1776x86324,"523 Jessica Point
Hamiltonhaven, WA 34081",6/8/2024,5/11/1982,1507,Checking,3/24/2024,617
0e306f73-bc34-4b94-bd0d-e17cb63d4cc4,Matthew Johnson,bfrost@example.com,268.529.4380,"6896 Kenneth Groves Apt. 360
Port Brad, KS 58454",7/15/2021,1/9/1961,9885,Checking,5/8/2024,836
3a4af8eb-20e1-43b5-80ae-70f217afd2e4,Monica Hines,smiller@example.org,(309)564-0543x1673,"138 Nicholas Track
Charlesville, KY 36175",7/17/2023,12/25/1992,7398,Checking,1/12/2024,347
aaca8c41-b5f7-44df-a0b6-f6e7a15e3268,Karen Smith,chad25@example.org,+1-389-516-4538x7318,"4181 Eric Stravenue Suite 136
Port Ashley, VI 15368",2/10/2020,12/27/1939,4412,Checking,1/19/2024,450
b56d53a2-2abd-43a1-b48d-d73ac1512d4e,Katie Jimenez,lmartin@example.com,001-961-303-5270x9177,"4343 Burnett Walk
Lisaton, NE 16623",11/8/2020,10/15/2002,2832,Checking,6/28/2024,399
cd5bebd1-d322-41df-91f7-a379699a8e07,Kimberly Roberts,ihardin@example.net,346.985.2546,"502 Weeks Glens
Lake Cynthia, DC 79596",8/24/2021,5/29/1954,2684,Checking,1/4/2024,402
34420bbc-2ced-49be-9488-795fe9a7ac7f,Emily Dominguez,qwalters@example.org,795-805-7325x049,"751 Martin Plaza
North Robertmouth, KS 53966",9/14/2023,9/16/1970,2411,Investment,1/7/2024,534
f53fbd2e-6e60-4c5e-9e14-30720ab35a2b,Julie Smith,qmorgan@example.com,-8748,"2808 King Fort Suite 349
East Holly, PW 84627",2/8/2022,7/14/1965,7954,Credit,6/8/2024,448
ae3ca967-2e1b-47dc-b8f9-a5b16d3ad655,Maria Robinson MD,lewisjohn@example.org,+1-612-265-6394x59322,"918 Nicholas Groves Suite 503
Lewisfurt, MO 65010",8/7/2023,10/3/1994,3580,Credit,1/16/2024,399
4b09fa77-8662-4224-90f5-abd2d8f995cf,Susan Flores,alvarezjoseph@example.org,+1-370-823-6152x71961,"PSC 8835, Box 0250
APO AE 90838",6/19/2024,3/16/1945,1471,Investment,4/8/2024,355
ba63da08-bcb2-414a-927f-040a05ce8cbc,Mary Crawford,sandovalandrew@example.org,757.310.5256,"71253 Jesse Extensions Suite 278
Port Jonathan, SC 41076",7/6/2021,8/20/1947,2419,Savings,3/18/2024,524
8d1b0958-4e27-4688-8eb4-1a94938eb93b,Sean Howell,teresa89@example.net,-6666,"2817 Patterson Course Suite 833
Joseberg, IN 28348",4/13/2021,7/20/1949,6975,Checking,4/16/2024,690
f042dd24-4d25-418a-9b1e-97c0458122c0,Colleen Lewis,lopezheather@example.org,639-734-9517,"8002 Johnson Throughway
Rachelville, TX 64473",2/27/2021,8/8/1970,9248,Investment,3/27/2024,411
4b954bec-aedd-42a2-8791-906abe676bf1,Melinda Perez,chooper@example.net,+1-424-574-0804x203,"8258 Dan Avenue
Timothyport, VI 33935",6/1/2021,3/30/1958,9808,Checking,1/27/2024,641
c214d81f-8fef-468b-a6a7-abfe3beb8403,Christopher Sutton,cbaker@example.org,001-876-626-0025x573,"3274 Lorraine Roads Suite 597
South Amandatown, LA 30611",6/28/2024,5/9/1989,3806,Credit,6/20/2024,467
75c8b8f1-9c15-4081-ab84-04a443e82696,Mrs. Brenda Goodman,yfarmer@example.net,(759)449-2627x89343,"6962 Rhodes Cliffs
South Patricia, AZ 07936",10/24/2023,7/3/1941,4687,Savings,1/9/2024,794
75727e2e-777c-4695-8b26-fe91ba95c458,Nicholas Dodson,alvareztimothy@example.com,644.660.6209x67588,"2548 Bradley Creek Apt. 423
Bellchester, MN 44090",3/7/2022,1/9/1953,9650,Credit,2/21/2024,746
efa5dd88-2e1f-4dc5-a7e6-88079b402829,Joseph Hughes,utran@example.com,001-915-540-9527x948,"58563 Guerrero Station Apt. 355
Royside, WV 20259",10/23/2021,8/1/1986,6857,Checking,6/10/2024,656
3982a6a2-8045-495c-a67f-635c6fcd26fd,Emily Nguyen,jeremy10@example.net,-1972,"79951 Chang Views Apt. 121
North Nicholas, HI 71506",3/11/2023,2/4/1958,1730,Investment,5/6/2024,377
6734371f-5f1a-4ffa-9244-dd7569fb9ce0,Matthew Huang,xmcgrath@example.com,001-312-865-6593,"1492 Samuel Garden Apt. 595
Freemanstad, OR 24374",4/3/2023,9/22/1976,1010,Checking,1/19/2024,343
cd1f469d-d5e4-4ae1-922e-c51667f98aa0,Michelle Barrett,vanessa32@example.org,717-789-5100x104,"1995 Nicole Throughway Suite 104
Hoville, CT 47248",1/15/2021,12/7/1940,1810,Investment,1/23/2024,329
1e19fa91-7637-4178-8577-83ddd7a8ab76,Robert Moses,anthony45@example.net,+1-225-606-5175x8511,"9607 Jones Green Apt. 107
Ballburgh, AS 23856",11/6/2020,2/15/1942,3013,Savings,2/25/2024,563
8f474ad8-3222-4b2a-95f4-a54f22c10394,Charlotte Johnson,scottbaker@example.org,762.935.6932x0074,"453 Richard Point Apt. 510
West Justinside, MI 11899",1/17/2024,10/26/1945,5379,Savings,1/2/2024,782
82e785e6-75c4-468f-a130-1be0e16b2102,Drew Hinton,edward83@example.org,959.761.7085,"624 Karen Mountains
West Mackenzie, FL 38536",4/16/2021,3/9/1937,2770,Savings,7/1/2024,518
817d90ff-48fe-4fd8-a3fc-fe600d007d04,Adam Moore,danielle68@example.com,(933)454-5410x5736,"702 Payne Spurs Apt. 133
East Rachel, NE 78996",11/21/2023,3/25/1949,7973,Savings,5/20/2024,517
071eb1ad-587d-4aa5-9dbe-525de7bb9630,Amy James,yallen@example.net,+1-497-371-7356x7857,"0336 Price Greens
Hansenfurt, VA 36649",8/21/2023,2/14/1987,7558,Credit,6/25/2024,768
1ecbd840-382f-4859-a6ea-bc9bc5bb2f4f,Jennifer Gonzalez,lreed@example.org,(302)592-0396,"1024 Donna Manors
Lorifurt, NJ 33658",2/7/2024,12/30/1967,9041,Credit,4/6/2024,518
fdbe8033-d3e6-4e5d-9109-31934d79f7a2,Ryan Tran,hansonalexander@example.net,(422)381-8674,"1175 Michelle Mission Suite 452
North Carrieport, AK 90160",1/25/2020,11/16/1955,8003,Investment,1/26/2024,547
ae3ba859-0e1c-4807-ba54-04cd2d09ce5f,Jill Peterson,qmiller@example.com,+1-704-335-9154x72682,"3128 Beasley Points Apt. 641
Port Christopherchester, OR 21277",7/10/2023,11/9/1984,2276,Checking,6/18/2024,712
bf14daeb-a0b8-47eb-924e-f433669532ca,Leroy Mcmillan,xdiaz@example.com,411-557-8886x43324,"34726 Faulkner Throughway Suite 981
Marthafurt, NY 99512",3/7/2023,8/26/1941,8047,Savings,4/7/2024,337
77e12922-63a4-425b-930f-eebcba7ca405,Jill Moore,brandy45@example.com,001-566-602-4683x635,"718 Waller Port
Austinstad, PA 62553",5/26/2024,4/16/1973,5050,Savings,1/20/2024,519
368d40ee-e8a3-4694-ae07-fa50d9b2d614,Angel Butler,katie06@example.org,886-335-8085,"229 Brown Orchard Apt. 059
Lake Daniel, ID 51579",7/29/2021,5/19/1965,3894,Credit,1/16/2024,483
44c87a96-b1e8-4ea0-8de9-e537d50d7a03,Lisa Allen,mark78@example.net,(495)219-6964x0038,"8421 John Heights
North Tommy, AR 12174",12/12/2020,12/26/1963,1197,Investment,5/30/2024,480
b6932b86-acb6-4e14-b13a-c762c8be40c7,Dana Pearson,larrybowen@example.org,(426)981-3543x9925,"0242 Brown Spur
Ronaldfurt, NV 22777",11/1/2022,3/12/1975,5624,Credit,5/30/2024,618
f306d9b3-f669-4849-95c1-c22134ee0918,Beth Rice,davisryan@example.com,001-674-827-1566x3494,"943 Megan Expressway Apt. 780
Maldonadoborough, VA 29221",12/30/2020,8/13/1951,6025,Checking,6/4/2024,580
1e4d5337-ef31-46b6-8e9d-8fad24384e5d,Megan Peterson,hmyers@example.com,(905)820-7888x28389,"PSC 8126, Box 2015
APO AA 85996",7/3/2022,11/20/1955,4161,Checking,1/30/2024,502
61dbac8b-04ad-4ef3-9674-e1e0ff3bbecf,Nicole Marquez,sandraglover@example.net,205.653.6634x824,"6309 Ashley Roads
Crossmouth, AS 61631",2/8/2020,7/16/1957,1629,Checking,5/30/2024,791
45376c36-7586-4acf-aa2f-5724d9db72af,Amanda Roberts,carlosscott@example.net,(543)403-5816,"20379 Jonathan Branch
Matthewhaven, NE 66491",8/3/2022,4/9/1950,2056,Investment,2/14/2024,620
10bee6b4-baa7-481b-aaea-2af3fdfe739b,Cathy Buchanan,deanchristopher@example.net,9667346151,"594 Perkins Valleys
North Louisland, MO 65381",1/3/2024,5/12/2006,5097,Investment,6/19/2024,323
ac065ee6-b015-4311-a41e-4ef795ca4cbf,Stephen Wong,nvaldez@example.org,001-882-810-8089x14713,"16304 Gregory Ferry Apt. 918
Sheltonmouth, PA 00816",5/21/2024,10/12/1977,7391,Savings,5/24/2024,755
26635b84-335d-48c4-a1b3-ab767c4566cc,Claudia Davidson,rangeljonathan@example.com,001-981-358-6894x9495,"PSC 1800, Box 5413
APO AP 98885",7/31/2020,1/3/1967,7282,Investment,1/28/2024,483
02007408-c007-4754-a90e-cccfd68b275a,Luis Rose,duncanjamie@example.com,+1-443-773-3354x0319,"2510 David Springs
South Erichaven, VT 30947",1/21/2023,12/24/1957,5545,Investment,6/18/2024,482
79e352c9-1996-47d5-82eb-84498c6a015d,Tammy Whitney,toddmichael@example.net,(831)285-4309x6432,"43977 Richardson Parks Apt. 620
Jillshire, AS 72366",7/11/2020,6/21/1977,2013,Savings,6/26/2024,738
cc34c068-9dd7-4179-9219-d2dd9aa87cc5,Adrian Mclean,ybutler@example.org,877-793-0626x9834,"2639 Casey Centers Suite 116
Rossfort, ND 55086",5/26/2020,12/5/1949,9263,Savings,4/17/2024,411
2a9ca0ff-7e7b-4f2e-8165-bb19afb7c627,Amanda Garcia,james60@example.com,940.394.3304x3381,"735 Caitlin Light
Lake Marc, MN 46996",12/27/2022,6/23/1990,3168,Savings,4/27/2024,659
,,,,,,,,,,
